trial_id,source_dataset,alignment,n_channels,time_axis_status,confirmed_fields,missing_required_fields,formal_training_blocker
84,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
85,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
86,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
87,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
88,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
89,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
90,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
91,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
92,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
93,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
94,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
95,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
96,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
97,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
98,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
99,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
100,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
101,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
102,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
103,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
104,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
105,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
106,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
107,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
108,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
109,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
110,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
111,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
112,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
113,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
114,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
115,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
116,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
117,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
118,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
119,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
120,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
121,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
122,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
123,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
124,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
125,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
126,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
127,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
128,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
129,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
130,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
131,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
132,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
133,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
134,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
135,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
136,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
137,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
138,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
139,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
140,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
141,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
142,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
143,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
144,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
145,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
146,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
147,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
148,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
149,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
150,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
151,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
152,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
153,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
154,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
155,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
156,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
157,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
158,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
159,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
160,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
161,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
162,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
163,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
164,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
165,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
166,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
167,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
168,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
