trial_id,source_dataset,alignment,n_channels,time_axis_status,confirmed_fields,missing_required_fields,formal_training_blocker
169,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
170,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
171,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
172,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
173,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
174,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
175,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
176,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
177,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
178,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
179,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
180,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
181,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
182,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
183,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
184,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
185,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
186,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
187,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
188,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
189,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
190,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
191,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
192,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
193,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
194,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
195,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
196,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
197,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
198,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
199,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
200,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
201,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
202,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
203,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
204,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
205,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
206,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
207,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
208,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
209,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
210,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
211,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
212,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
213,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
214,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
215,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
216,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
217,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
218,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
219,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
220,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
221,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
222,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
223,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
224,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
225,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
226,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
227,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
228,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
229,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
230,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
231,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
232,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
233,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
234,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
235,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
236,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
237,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
238,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
239,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
240,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
241,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
242,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
243,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
244,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
245,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
246,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
247,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
248,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
249,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
250,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
251,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
252,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
253,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
254,Kosciessa_et_al_2021,response_locked,3,inferred_from_notebook_plot_window,"trial_id,source_dataset,alignment,n_channels","subject_id,condition,evidence_strength,choice,correctness,RT_ms,response_hand,artifact_rejection_flag",Missing required trial-level metadata and source data are response-locked rather than stimulus-locked.
